Date,Country,Region,Business Unit,Account,Scenario,Amount EUR
2025-01-01,Switzerland,DACH,Industrial Solutions,Production Costs,Actual,-190434.08
2025-01-01,Switzerland,DACH,Industrial Solutions,Personnel Costs,Actual,-230107.84
2025-01-01,Switzerland,DACH,Industrial Solutions,External Services,Actual,-79347.53
2025-01-01,Switzerland,DACH,Industrial Solutions,Travel Expenses,Actual,-19092.42
2025-01-01,Switzerland,DACH,Industrial Solutions,IT Expenses,Actual,-16875.56
2025-01-01,Switzerland,DACH,Industrial Solutions,Other Operating Expenses,Actual,-28605.37
2025-01-01,Switzerland,DACH,Industrial Solutions,Depreciation,Actual,-54838.89
2025-01-01,Switzerland,DACH,Industrial Solutions,Other Operating Income,Actual,6551.98
2025-01-01,Switzerland,DACH,Industrial Solutions,Revenue,Budget,1593218.11
2025-01-01,Switzerland,DACH,Industrial Solutions,Material Costs,Budget,-589490.7
2025-01-01,Switzerland,DACH,Industrial Solutions,Production Costs,Budget,-191186.17
2025-01-01,Switzerland,DACH,Industrial Solutions,Personnel Costs,Budget,-231016.63
2025-01-01,Switzerland,DACH,Industrial Solutions,External Services,Budget,-79660.91
2025-01-01,Switzerland,DACH,Industrial Solutions,Travel Expenses,Budget,-19665.79
2025-01-01,Switzerland,DACH,Industrial Solutions,IT Expenses,Budget,-16139.74
2025-01-01,Switzerland,DACH,Industrial Solutions,Other Operating Expenses,Budget,-28451.89
2025-01-01,Switzerland,DACH,Industrial Solutions,Depreciation,Budget,-55762.63
2025-01-01,Switzerland,DACH,Industrial Solutions,Other Operating Income,Budget,6566.34
2025-01-01,Switzerland,DACH,Industrial Solutions,Revenue,Forecast,1585206.77
2025-01-01,Switzerland,DACH,Industrial Solutions,Material Costs,Forecast,-581087.12
2025-01-01,Switzerland,DACH,Industrial Solutions,Production Costs,Forecast,-188460.69
2025-01-01,Switzerland,DACH,Industrial Solutions,Personnel Costs,Forecast,-227723.33
2025-01-01,Switzerland,DACH,Industrial Solutions,External Services,Forecast,-78525.29
2025-01-01,Switzerland,DACH,Industrial Solutions,Travel Expenses,Forecast,-18887.33
2025-01-01,Switzerland,DACH,Industrial Solutions,IT Expenses,Forecast,-15698.19
2025-01-01,Switzerland,DACH,Industrial Solutions,Other Operating Expenses,Forecast,-28592.13
2025-01-01,Switzerland,DACH,Industrial Solutions,Depreciation,Forecast,-55482.24
2025-01-01,Switzerland,DACH,Industrial Solutions,Other Operating Income,Forecast,6927.9
2025-01-01,Switzerland,DACH,Services,Revenue,Actual,1036819.35
2025-01-01,Switzerland,DACH,Services,Material Costs,Actual,-184425.6
2025-01-01,Switzerland,DACH,Services,Production Costs,Actual,-81966.93
2025-01-01,Switzerland,DACH,Services,Personnel Costs,Actual,-240777.86
2025-01-01,Switzerland,DACH,Services,External Services,Actual,-76844.0
2025-01-01,Switzerland,DACH,Services,Travel Expenses,Actual,-12848.29
2025-01-01,Switzerland,DACH,Services,IT Expenses,Actual,-10381.52
2025-01-01,Switzerland,DACH,Services,Other Operating Expenses,Actual,-18159.91
2025-01-01,Switzerland,DACH,Services,Depreciation,Actual,-20736.39
2025-01-01,Switzerland,DACH,Services,Other Operating Income,Actual,4028.61
2025-01-01,Switzerland,DACH,Services,Revenue,Budget,989812.73
2025-01-01,Switzerland,DACH,Services,Material Costs,Budget,-178166.29
2025-01-01,Switzerland,DACH,Services,Production Costs,Budget,-79185.02
2025-01-01,Switzerland,DACH,Services,Personnel Costs,Budget,-232605.99
2025-01-01,Switzerland,DACH,Services,External Services,Budget,-74235.95
2025-01-01,Switzerland,DACH,Services,Travel Expenses,Budget,-12119.92
2025-01-01,Switzerland,DACH,Services,IT Expenses,Budget,-9753.54
2025-01-01,Switzerland,DACH,Services,Other Operating Expenses,Budget,-17913.04
2025-01-01,Switzerland,DACH,Services,Depreciation,Budget,-19796.25
2025-01-01,Switzerland,DACH,Services,Other Operating Income,Budget,3966.47
2025-01-01,Switzerland,DACH,Services,Revenue,Forecast,1002562.52
2025-01-01,Switzerland,DACH,Services,Material Costs,Forecast,-179050.19
2025-01-01,Switzerland,DACH,Services,Production Costs,Forecast,-79577.86
2025-01-01,Switzerland,DACH,Services,Personnel Costs,Forecast,-233759.97
2025-01-01,Switzerland,DACH,Services,External Services,Forecast,-74604.25
2025-01-01,Switzerland,DACH,Services,Travel Expenses,Forecast,-12804.55
2025-01-01,Switzerland,DACH,Services,IT Expenses,Forecast,-10152.73
2025-01-01,Switzerland,DACH,Services,Other Operating Expenses,Forecast,-17132.48
2025-01-01,Switzerland,DACH,Services,Depreciation,Forecast,-20051.25
2025-01-01,Switzerland,DACH,Services,Other Operating Income,Forecast,4040.16
2025-01-01,Switzerland,DACH,Equipment,Revenue,Actual,1320763.6
2025-01-01,Switzerland,DACH,Equipment,Material Costs,Actual,-566299.3
2025-01-01,Switzerland,DACH,Equipment,Production Costs,Actual,-197546.27
2025-01-01,Switzerland,DACH,Equipment,Personnel Costs,Actual,-158037.01
2025-01-01,Switzerland,DACH,Equipment,External Services,Actual,-52679.0
2025-01-01,Switzerland,DACH,Equipment,Travel Expenses,Actual,-16089.27
2025-01-01,Switzerland,DACH,Equipment,IT Expenses,Actual,-13436.33
2025-01-01,Switzerland,DACH,Equipment,Other Operating Expenses,Actual,-23060.36
2025-01-01,Switzerland,DACH,Equipment,Depreciation,Actual,-59434.36
2025-01-01,Switzerland,DACH,Equipment,Other Operating Income,Actual,5212.37
2025-01-01,Switzerland,DACH,Equipment,Revenue,Budget,1272315.11
2025-01-01,Switzerland,DACH,Equipment,Material Costs,Budget,-547095.5
2025-01-01,Switzerland,DACH,Equipment,Production Costs,Budget,-190847.27
2025-01-01,Switzerland,DACH,Equipment,Personnel Costs,Budget,-152677.81
2025-01-01,Switzerland,DACH,Equipment,External Services,Budget,-50892.6
2025-01-01,Switzerland,DACH,Equipment,Travel Expenses,Budget,-15050.24
2025-01-01,Switzerland,DACH,Equipment,IT Expenses,Budget,-12556.9
2025-01-01,Switzerland,DACH,Equipment,Other Operating Expenses,Budget,-23912.47
2025-01-01,Switzerland,DACH,Equipment,Depreciation,Budget,-57254.18
2025-01-01,Switzerland,DACH,Equipment,Other Operating Income,Budget,5171.7
2025-01-01,Switzerland,DACH,Equipment,Revenue,Forecast,1290726.15
2025-01-01,Switzerland,DACH,Equipment,Material Costs,Forecast,-546614.57
2025-01-01,Switzerland,DACH,Equipment,Production Costs,Forecast,-190679.5
2025-01-01,Switzerland,DACH,Equipment,Personnel Costs,Forecast,-152543.6
2025-01-01,Switzerland,DACH,Equipment,External Services,Forecast,-50847.87
2025-01-01,Switzerland,DACH,Equipment,Travel Expenses,Forecast,-15915.21
2025-01-01,Switzerland,DACH,Equipment,IT Expenses,Forecast,-13455.09
2025-01-01,Switzerland,DACH,Equipment,Other Operating Expenses,Forecast,-23832.75
2025-01-01,Switzerland,DACH,Equipment,Depreciation,Forecast,-58082.68
2025-01-01,Switzerland,DACH,Equipment,Other Operating Income,Forecast,4849.13
2025-02-01,Austria,DACH,Industrial Solutions,Revenue,Actual,2309365.75
2025-02-01,Austria,DACH,Industrial Solutions,Material Costs,Actual,-894184.15
2025-02-01,Austria,DACH,Industrial Solutions,Production Costs,Actual,-290005.67
2025-02-01,Austria,DACH,Industrial Solutions,Personnel Costs,Actual,-350423.52
2025-02-01,Austria,DACH,Industrial Solutions,External Services,Actual,-120835.7
2025-02-01,Austria,DACH,Industrial Solutions,Travel Expenses,Actual,-28356.4
2025-02-01,Austria,DACH,Industrial Solutions,IT Expenses,Actual,-22665.53
2025-02-01,Austria,DACH,Industrial Solutions,Other Operating Expenses,Actual,-41506.72
2025-02-01,Austria,DACH,Industrial Solutions,Depreciation,Actual,-80827.8
2025-02-01,Austria,DACH,Industrial Solutions,Other Operating Income,Actual,8039.82
2025-02-01,Austria,DACH,Industrial Solutions,Revenue,Budget,2198462.49
2025-02-01,Austria,DACH,Industrial Solutions,Material Costs,Budget,-813431.12
2025-02-01,Austria,DACH,Industrial Solutions,Production Costs,Budget,-263815.5
2025-02-01,Austria,DACH,Industrial Solutions,Personnel Costs,Budget,-318777.06
2025-02-01,Austria,DACH,Industrial Solutions,External Services,Budget,-109923.12
2025-02-01,Austria,DACH,Industrial Solutions,Travel Expenses,Budget,-25570.8
2025-02-01,Austria,DACH,Industrial Solutions,IT Expenses,Budget,-21873.57
2025-02-01,Austria,DACH,Industrial Solutions,Other Operating Expenses,Budget,-38337.88
2025-02-01,Austria,DACH,Industrial Solutions,Depreciation,Budget,-76946.19
2025-02-01,Austria,DACH,Industrial Solutions,Other Operating Income,Budget,9368.06
2025-02-01,Austria,DACH,Industrial Solutions,Revenue,Forecast,2246667.68
2025-02-01,Austria,DACH,Industrial Solutions,Material Costs,Forecast,-817001.09
2025-02-01,Austria,DACH,Industrial Solutions,Production Costs,Forecast,-264973.33
2025-02-01,Austria,DACH,Industrial Solutions,Personnel Costs,Forecast,-320176.1
2025-02-01,Austria,DACH,Industrial Solutions,External Services,Forecast,-110405.55
2025-02-01,Austria,DACH,Industrial Solutions,Travel Expenses,Forecast,-26604.1
2025-02-01,Austria,DACH,Industrial Solutions,IT Expenses,Forecast,-22525.42
2025-02-01,Austria,DACH,Industrial Solutions,Other Operating Expenses,Forecast,-41897.15
2025-02-01,Austria,DACH,Industrial Solutions,Depreciation,Forecast,-78633.37
2025-02-01,Austria,DACH,Industrial Solutions,Other Operating Income,Forecast,8470.53
2025-02-01,Austria,DACH,Services,Revenue,Actual,1382565.0
2025-02-01,Austria,DACH,Services,Material Costs,Actual,-251736.7
2025-02-01,Austria,DACH,Services,Production Costs,Actual,-111882.98
2025-02-01,Austria,DACH,Services,Personnel Costs,Actual,-328656.24
2025-02-01,Austria,DACH,Services,External Services,Actual,-104890.29
2025-02-01,Austria,DACH,Services,Travel Expenses,Actual,-16689.86
2025-02-01,Austria,DACH,Services,IT Expenses,Actual,-13659.68
2025-02-01,Austria,DACH,Services,Other Operating Expenses,Actual,-24929.6
2025-02-01,Austria,DACH,Services,Depreciation,Actual,-27651.3
2025-02-01,Austria,DACH,Services,Other Operating Income,Actual,5445.02
2025-02-01,Austria,DACH,Services,Revenue,Budget,1401360.88
2025-02-01,Austria,DACH,Services,Material Costs,Budget,-252244.96
2025-02-01,Austria,DACH,Services,Production Costs,Budget,-112108.87
2025-02-01,Austria,DACH,Services,Personnel Costs,Budget,-329319.81
2025-02-01,Austria,DACH,Services,External Services,Budget,-105102.07
2025-02-01,Austria,DACH,Services,Travel Expenses,Budget,-16873.6
2025-02-01,Austria,DACH,Services,IT Expenses,Budget,-14199.19
2025-02-01,Austria,DACH,Services,Other Operating Expenses,Budget,-26224.66
2025-02-01,Austria,DACH,Services,Depreciation,Budget,-28027.22
2025-02-01,Austria,DACH,Services,Other Operating Income,Budget,5327.9
2025-02-01,Austria,DACH,Services,Revenue,Forecast,1380100.74
2025-02-01,Austria,DACH,Services,Material Costs,Forecast,-254776.74
2025-02-01,Austria,DACH,Services,Production Costs,Forecast,-113234.11
2025-02-01,Austria,DACH,Services,Personnel Costs,Forecast,-332625.19
2025-02-01,Austria,DACH,Services,External Services,Forecast,-106156.98
2025-02-01,Austria,DACH,Services,Travel Expenses,Forecast,-15591.34
2025-02-01,Austria,DACH,Services,IT Expenses,Forecast,-13759.11
2025-02-01,Austria,DACH,Services,Other Operating Expenses,Forecast,-25207.18
2025-02-01,Austria,DACH,Services,Depreciation,Forecast,-27602.01
2025-02-01,Austria,DACH,Services,Other Operating Income,Forecast,5582.45
2025-02-01,Austria,DACH,Equipment,Revenue,Actual,1737869.98
2025-02-01,Austria,DACH,Equipment,Material Costs,Actual,-736273.52
2025-02-01,Austria,DACH,Equipment,Production Costs,Actual,-256839.6
2025-02-01,Austria,DACH,Equipment,Personnel Costs,Actual,-205471.68
2025-02-01,Austria,DACH,Equipment,External Services,Actual,-68490.56
2025-02-01,Austria,DACH,Equipment,Travel Expenses,Actual,-21385.98
2025-02-01,Austria,DACH,Equipment,IT Expenses,Actual,-17502.79
2025-02-01,Austria,DACH,Equipment,Other Operating Expenses,Actual,-30739.78
2025-02-01,Austria,DACH,Equipment,Depreciation,Actual,-78204.15
2025-02-01,Austria,DACH,Equipment,Other Operating Income,Actual,7201.62
2025-02-01,Austria,DACH,Equipment,Revenue,Budget,1737540.66
2025-02-01,Austria,DACH,Equipment,Material Costs,Budget,-747142.48
2025-02-01,Austria,DACH,Equipment,Production Costs,Budget,-260631.1
2025-02-01,Austria,DACH,Equipment,Personnel Costs,Budget,-208504.88
2025-02-01,Austria,DACH,Equipment,External Services,Budget,-69501.63
2025-02-01,Austria,DACH,Equipment,Travel Expenses,Budget,-21042.71
2025-02-01,Austria,DACH,Equipment,IT Expenses,Budget,-17657.88
2025-02-01,Austria,DACH,Equipment,Other Operating Expenses,Budget,-31768.03
2025-02-01,Austria,DACH,Equipment,Depreciation,Budget,-78189.33
2025-02-01,Austria,DACH,Equipment,Other Operating Income,Budget,6719.7
2025-02-01,Austria,DACH,Equipment,Revenue,Forecast,1730868.2
2025-02-01,Austria,DACH,Equipment,Material Costs,Forecast,-739270.19
2025-02-01,Austria,DACH,Equipment,Production Costs,Forecast,-257884.95
2025-02-01,Austria,DACH,Equipment,Personnel Costs,Forecast,-206307.96
2025-02-01,Austria,DACH,Equipment,External Services,Forecast,-68769.32
2025-02-01,Austria,DACH,Equipment,Travel Expenses,Forecast,-21236.07
2025-02-01,Austria,DACH,Equipment,IT Expenses,Forecast,-17519.98
2025-02-01,Austria,DACH,Equipment,Other Operating Expenses,Forecast,-31139.35
2025-02-01,Austria,DACH,Equipment,Depreciation,Forecast,-77889.07
2025-02-01,Austria,DACH,Equipment,Other Operating Income,Forecast,6955.97
2025-02-01,Germany,DACH,Industrial Solutions,Revenue,Actual,2923461.16
2025-02-01,Germany,DACH,Industrial Solutions,Material Costs,Actual,-1076212.93
2025-02-01,Germany,DACH,Industrial Solutions,Production Costs,Actual,-349042.03
2025-02-01,Germany,DACH,Industrial Solutions,Personnel Costs,Actual,-421759.12
2025-02-01,Germany,DACH,Industrial Solutions,External Services,Actual,-145434.18
2025-02-01,Germany,DACH,Industrial Solutions,Travel Expenses,Actual,-34852.44
2025-02-01,Germany,DACH,Industrial Solutions,IT Expenses,Actual,-29877.06
2025-02-01,Germany,DACH,Industrial Solutions,Other Operating Expenses,Actual,-53708.18
2025-02-01,Germany,DACH,Industrial Solutions,Depreciation,Actual,-102321.14
2025-02-01,Germany,DACH,Industrial Solutions,Other Operating Income,Actual,12074.37
2025-02-01,Germany,DACH,Industrial Solutions,Revenue,Budget,3031041.31
2025-02-01,Germany,DACH,Industrial Solutions,Material Costs,Budget,-1121485.29
2025-02-01,Germany,DACH,Industrial Solutions,Production Costs,Budget,-363724.96
2025-02-01,Germany,DACH,Industrial Solutions,Personnel Costs,Budget,-439500.99
2025-02-01,Germany,DACH,Industrial Solutions,External Services,Budget,-151552.07
2025-02-01,Germany,DACH,Industrial Solutions,Travel Expenses,Budget,-37797.0
2025-02-01,Germany,DACH,Industrial Solutions,IT Expenses,Budget,-30323.15
2025-02-01,Germany,DACH,Industrial Solutions,Other Operating Expenses,Budget,-55488.91
2025-02-01,Germany,DACH,Industrial Solutions,Depreciation,Budget,-106086.45
2025-02-01,Germany,DACH,Industrial Solutions,Other Operating Income,Budget,11973.7
2025-02-01,Germany,DACH,Industrial Solutions,Revenue,Forecast,2984879.46
2025-02-01,Germany,DACH,Industrial Solutions,Material Costs,Forecast,-1108701.53
2025-02-01,Germany,DACH,Industrial Solutions,Production Costs,Forecast,-359578.88
2025-02-01,Germany,DACH,Industrial Solutions,Personnel Costs,Forecast,-434491.14
2025-02-01,Germany,DACH,Industrial Solutions,External Services,Forecast,-149824.53
2025-02-01,Germany,DACH,Industrial Solutions,Travel Expenses,Forecast,-35678.71
2025-02-01,Germany,DACH,Industrial Solutions,IT Expenses,Forecast,-29906.7
2025-02-01,Germany,DACH,Industrial Solutions,Other Operating Expenses,Forecast,-54527.24
2025-02-01,Germany,DACH,Industrial Solutions,Depreciation,Forecast,-104470.78
2025-02-01,Germany,DACH,Industrial Solutions,Other Operating Income,Forecast,11548.75
2025-02-01,Germany,DACH,Services,Revenue,Actual,1881103.18
2025-02-01,Germany,DACH,Services,Material Costs,Actual,-369306.06
2025-02-01,Germany,DACH,Services,Production Costs,Actual,-164136.03
2025-02-01,Germany,DACH,Services,Personnel Costs,Actual,-482149.57
2025-02-01,Germany,DACH,Services,External Services,Actual,-153877.52
2025-02-01,Germany,DACH,Services,Travel Expenses,Actual,-23109.35
2025-02-01,Germany,DACH,Services,IT Expenses,Actual,-19045.84
2025-02-01,Germany,DACH,Services,Other Operating Expenses,Actual,-34391.75
2025-02-01,Germany,DACH,Services,Depreciation,Actual,-37622.06
2025-02-01,Germany,DACH,Services,Other Operating Income,Actual,7520.73
2025-02-01,Germany,DACH,Services,Revenue,Budget,1912642.08
2025-02-01,Germany,DACH,Services,Material Costs,Budget,-344275.57
2025-02-01,Germany,DACH,Services,Production Costs,Budget,-153011.37
2025-02-01,Germany,DACH,Services,Personnel Costs,Budget,-449470.89
2025-02-01,Germany,DACH,Services,External Services,Budget,-143448.16
2025-02-01,Germany,DACH,Services,Travel Expenses,Budget,-22333.9
2025-02-01,Germany,DACH,Services,IT Expenses,Budget,-19155.42
2025-02-01,Germany,DACH,Services,Other Operating Expenses,Budget,-33844.73
2025-02-01,Germany,DACH,Services,Depreciation,Budget,-38252.84
2025-02-01,Germany,DACH,Services,Other Operating Income,Budget,7948.98
2025-02-01,Germany,DACH,Services,Revenue,Forecast,1876885.71
2025-02-01,Germany,DACH,Services,Material Costs,Forecast,-337243.25
2025-02-01,Germany,DACH,Services,Production Costs,Forecast,-149885.89
2025-02-01,Germany,DACH,Services,Personnel Costs,Forecast,-440289.79
2025-02-01,Germany,DACH,Services,External Services,Forecast,-140518.02
2025-02-01,Germany,DACH,Services,Travel Expenses,Forecast,-21964.86
2025-02-01,Germany,DACH,Services,IT Expenses,Forecast,-18648.22
2025-02-01,Germany,DACH,Services,Other Operating Expenses,Forecast,-34132.7
2025-02-01,Germany,DACH,Services,Depreciation,Forecast,-37537.71
2025-02-01,Germany,DACH,Services,Other Operating Income,Forecast,7338.26
